id,image_path,audio_path,text,shard_id,local_idx,global_idx
1,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/1.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/1.mp3,title:GYXX/光影行星宙斯Z双肩包男背包机能旅行大容量机车骑行电脑书包 | 商品名称:GYXX/光影行星宙斯Z双肩包男背包机能旅行大容量机车骑行电脑书包 | label:背包 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:585 | 店铺名称:光影行星旗舰店 | 所属地区名称:广东 | ASR:GYXX光影行星周四次一双舰包南背包技能旅行大容量汽车齐行电脑收包,0,0,0
2,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/2.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/2.mp3,title:STK SmallTownKid白蛇断处双肩包仿皮纹理书包电脑包旅行包男女潮 | 商品名称:STK SmallTownKid白蛇断处双肩包仿皮纹理书包电脑包旅行包男女潮 | label:背包 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:399 | 店铺名称:SmallTownKid | 所属地区名称:浙江 | ASR:Stalks Morton Kid白蛇断处双肩包反皮纹理书包电脑包旅行包男女潮,0,1,1
3,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/3.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/3.mp3,title:波斯丹顿潮牌双肩背包男旅行大容量防水电脑书包女2025新款大学生 | 商品名称:波斯丹顿潮牌双肩背包男旅行大容量防水电脑书包女2025新款大学生 | label:背包 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:149 | 店铺名称:波斯丹顿旗舰店 | 所属地区名称:广东 | ASR:波斯单顿朝牌双肩背包男旅行大容量防水电脑数包女2025新款大学生。,0,2,2
4,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/4.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/4.mp3,title:JanSport初中学生书包女双肩背包通勤户外旅行大容量男士电脑 | 商品名称:JanSport初中学生书包女双肩背包通勤户外旅行大容量男士电脑 | label:背包 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:208 | 店铺名称:jansport旗舰店 | 所属地区名称:广东 | ASR:Jansport 初中学生输包女双监被包通勤户外旅行大容量南式电脑。,0,3,3
5,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/5.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/5.mp3,title:音速猫全能书包大容量背包男女初高中生双肩旅行包 | 商品名称:音速猫全能书包大容量背包男女初高中生双肩旅行包 | label:背包 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:168 | 店铺名称:音速猫旗舰店 | 所属地区名称:广东 | ASR:因阻猫全能收包大容量背包男女出高中生双肩旅行包。,0,4,4
6,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/6.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/6.mp3,title:Champion冠军双肩包女2025秋冬新款书包男户外背包校园轻便通勤包 | 商品名称:Champion冠军双肩包女2025秋冬新款书包男户外背包校园轻便通勤包 | label:背包 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:224 | 店铺名称:Champion官方旗舰店 | 所属地区名称:上海 | ASR:称片冠军双舰包女2025秋冬新款收包男户外背包校园清辨通警包,0,5,5
7,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/7.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/7.mp3,title:「卢昱晓同款」ITO TRUFFLE 2空气包旅游轻便双肩包女电脑 | 商品名称:「卢昱晓同款」ITO TRUFFLE 2空气包旅游轻便双肩包女电脑 | label:背包 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:786 | 店铺名称:ito旗舰店 | 所属地区名称:上海 | ASR:卢玉晓同款Ido Travel 2 空气暴律由轻便双间包女电脑。,0,6,6
8,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/8.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/8.mp3,title:韩国ins风小众潮牌男包皮质大包多功能单肩斜挎包潮手提包健身包 | 商品名称:韩国ins风小众潮牌男包皮质大包多功能单肩斜挎包潮手提包健身包 | label:背包 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:168 | 店铺名称:NESBIT官方店 | 所属地区名称:广东 | ASR:韩国用疯小众朝牌南包皮制大包多功能单坚协跨包朝手提包建身包。,0,7,7
9,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/9.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/9.mp3,title:Dickies双肩背大容量电脑旅行男士商务出差初中高中大学生书包新 | 商品名称:Dickies双肩背大容量电脑旅行男士商务出差初中高中大学生书包新 | label:背包 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:216 | 店铺名称:dickies箱包旗舰店 | 所属地区名称:广东 | ASR:Duky's双肩被大容量电脑旅行男士商务出差出中高中大学生输包心。,0,8,8
10,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/10.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/10.mp3,title:ROGISI陆杰士 50L野营登山包 户外男女防水双肩包 BN-017 | 商品名称:ROGISI陆杰士 50L野营登山包 户外男女防水双肩包 BN-017 | label:背包 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:136 | 店铺名称:rogisi博瑞祥店 | 所属地区名称:北京 | ASR:Rogis-Y-Lujie-S-506 也赢登山包户外男女防水双肩包BN-017,0,9,9
11,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/11.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/11.mp3,title:贰狸手作复古帆布包男女生单肩斜挎多背法包大容量休闲通勤手提包 | 商品名称:贰狸手作复古帆布包男女生单肩斜挎多背法包大容量休闲通勤手提包 | label:背包 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:76.3 | 店铺名称:贰狸 | 所属地区名称:浙江 | ASR:二离手做复古翻步包男女生单尖协跨多卑法包大容量修嫌通勤手提包。,0,10,10
12,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/12.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/12.mp3,title:ur秋冬新款软皮大包复古托特包大容量通勤包单肩斜挎包饺子包男女 | 商品名称:ur秋冬新款软皮大包复古托特包大容量通勤包单肩斜挎包饺子包男女 | label:背包 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:75 | 店铺名称:UREFN RBVIEQ 線上商店 | 所属地区名称:广东 | ASR:《刘尔秋冬新款》《软皮大包》《复古脱脱包》《大容量通勤包丹间鞋跨包角子包男女》,0,11,11
13,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/13.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/13.mp3,title:男士双肩包帆布电脑通勤大容量轻便大学生书包美式出差旅行背包女 | 商品名称:男士双肩包帆布电脑通勤大容量轻便大学生书包美式出差旅行背包女 | label:背包 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:135 | 店铺名称:港里GangLi工作室 | 所属地区名称:广东 | ASR:男士双肩包翻部电脑通勤大容量轻便大学生输包美式出差旅行背包女。,0,12,12
14,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/14.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/14.mp3,title:STK SmallTownKid白蛇断处双肩包仿皮纹理书包电脑包旅行包男女潮 | 商品名称:STK SmallTownKid白蛇断处双肩包仿皮纹理书包电脑包旅行包男女潮 | label:背包 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:399 | 店铺名称:SmallTownKid | 所属地区名称:浙江 | ASR:Stalks Morton Kid白蛇断处双肩包反皮纹理书包电脑包旅行包男女潮,0,13,13
15,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/15.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/15.mp3,title:波斯丹顿潮牌双肩背包男旅行大容量防水电脑书包女2025新款大学生 | 商品名称:波斯丹顿潮牌双肩背包男旅行大容量防水电脑书包女2025新款大学生 | label:背包 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:149 | 店铺名称:波斯丹顿旗舰店 | 所属地区名称:广东 | ASR:波斯单顿朝牌双肩背包男旅行大容量防水电脑数包女2025新款大学生。,0,14,14
16,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/16.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/16.mp3,title:是自由啊 潮牌软皮斜挎包男小众设计通勤单肩包大容量托特包男包 | 商品名称:是自由啊 潮牌软皮斜挎包男小众设计通勤单肩包大容量托特包男包 | label:背包 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:150 | 店铺名称:SFREEYA是自由啊 | 所属地区名称:广东 | ASR:是自由网朝牌软皮鞋跨包南小众设计通勤单间包大容量脱特包南包。,0,15,15
17,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/17.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/17.mp3,title:JanSport初中学生书包女双肩背包通勤户外旅行大容量男士电脑 | 商品名称:JanSport初中学生书包女双肩背包通勤户外旅行大容量男士电脑 | label:背包 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:208 | 店铺名称:jansport旗舰店 | 所属地区名称:广东 | ASR:Jansport 初中学生输包女双监被包通勤户外旅行大容量南式电脑。,0,16,16
18,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/18.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/18.mp3,title:黑田矢卫原创小众高级感皮质通勤双肩包男士大学生女书包背包ins | 商品名称:黑田矢卫原创小众高级感皮质通勤双肩包男士大学生女书包背包ins | label:背包 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:217 | 店铺名称:黑田矢卫YADAMUI | 所属地区名称:广东 | ASR:黑田史卫原创小众高级感批置通勤双肩包男士大学生女书包背包店子。,0,17,17
19,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/19.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/19.mp3,title:NESBIT慵懒设计感软皮男包斜挎包2025新款纯色简约风大容量饺子包 | 商品名称:NESBIT慵懒设计感软皮男包斜挎包2025新款纯色简约风大容量饺子包 | label:背包 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:159 | 店铺名称:NESBIT官方店 | 所属地区名称:广东 | ASR:NESPECT 拥览设计感软皮 南包 鞋 跨包2025 新款 纯色 简约风 大容量 脚子包,0,18,18
20,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/20.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/20.mp3,"title:onetime脏脏双肩包2025超火精致包包大学生小众甜酷旅游轻便 | 商品名称:onetime脏脏双肩包2025超火精致包包大学生小众甜酷旅游轻便 | label:背包 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:284 | 店铺名称:onetime旗舰店 | 所属地区名称:广东 | ASR:One time, 藏藏双肩包2025超火精致包包大学生小众填苦绿油清扁。",0,19,19
21,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/21.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/21.mp3,title:今年流行的高级感黑色男包大容量通勤托特包简约百搭单肩斜挎包潮 | 商品名称:今年流行的高级感黑色男包大容量通勤托特包简约百搭单肩斜挎包潮 | label:背包 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:187 | 店铺名称:NESBIT官方店 | 所属地区名称:广东 | ASR:今年流行的高级港黑色南胞大容量通勤脱特包剪约百大单件协跨包潮。,0,20,20
22,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/22.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/22.mp3,title:MIRENBU迷人布 自制双肩包 基础logo黑灰色情侣书包 休闲 | 商品名称:MIRENBU迷人布 自制双肩包 基础logo黑灰色情侣书包 休闲 | label:背包 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:152 | 店铺名称:MirenBU迷人布 | 所属地区名称:浙江 | ASR:Myron-beauty人部自指双肩包基础Logo黑灰色情侣书包休闲,0,21,21
23,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/23.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/23.mp3,title:GYXX/光影行星宙斯Z双肩包男背包机能旅行大容量机车骑行电脑书包 | 商品名称:GYXX/光影行星宙斯Z双肩包男背包机能旅行大容量机车骑行电脑书包 | label:背包 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:585 | 店铺名称:光影行星旗舰店 | 所属地区名称:广东 | ASR:GYXX光影行星周四次一双舰包南背包技能旅行大容量汽车齐行电脑收包,0,22,22
24,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/24.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/24.mp3,title:Mrace大容量旅行背包书包女轻便电脑包徒步登山爬山双肩包男 | 商品名称:Mrace大容量旅行背包书包女轻便电脑包徒步登山爬山双肩包男 | label:背包 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:219 | 店铺名称:mracehomme旗舰店 | 所属地区名称:广东 | ASR:Race大容量旅行背包 书包女青扁电脑包屠部登山爬山双间包南。,0,23,23
25,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/25.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/25.mp3,title:旅行背包男士大容量双肩包2025新款短途旅游轻便女士背包行李书包 | 商品名称:旅行背包男士大容量双肩包2025新款短途旅游轻便女士背包行李书包 | label:背包 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:79.8 | 店铺名称:jinshiwq旗舰店 | 所属地区名称:河北 | ASR:旅行背包男士大容量双肩包2025新款短途旅游轻便女士背包行李收包。,0,24,24
26,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/26.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/26.mp3,title:Champion冠军双肩包女2025秋冬新款书包男户外背包校园轻便通勤包 | 商品名称:Champion冠军双肩包女2025秋冬新款书包男户外背包校园轻便通勤包 | label:背包 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:224 | 店铺名称:Champion官方旗舰店 | 所属地区名称:上海 | ASR:称片冠军双舰包女2025秋冬新款收包男户外背包校园清辨通警包,0,25,25
27,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/27.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/27.mp3,title:MYEDITION电脑背包男旅游户外街头大容量书包旅行出游登山双肩包 | 商品名称:MYEDITION电脑背包男旅游户外街头大容量书包旅行出游登山双肩包 | label:背包 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:119 | 店铺名称:只桔junior MYEDITION | 所属地区名称:广东 | ASR:Midish 审电脑背包男旅游户外街头大容量数包旅行出油登山双肩包,0,26,26
28,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/28.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/28.mp3,title:GYXX/光影行星宙斯Z双肩包男背包机能旅行大容量机车骑行电脑书包 | 商品名称:GYXX/光影行星宙斯Z双肩包男背包机能旅行大容量机车骑行电脑书包 | label:背包 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:585 | 店铺名称:光影行星旗舰店 | 所属地区名称:广东 | ASR:GYXX光影行星周四次一双舰包南背包技能旅行大容量汽车齐行电脑收包,0,27,27
29,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/29.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/29.mp3,title:今年流行的高级感黑色男包大容量通勤托特包简约百搭单肩斜挎包潮 | 商品名称:今年流行的高级感黑色男包大容量通勤托特包简约百搭单肩斜挎包潮 | label:背包 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:187 | 店铺名称:NESBIT官方店 | 所属地区名称:广东 | ASR:今年流行的高级港黑色南胞大容量通勤脱特包剪约百大单件协跨包潮。,0,28,28
30,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/30.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/30.mp3,title:Wunderlust 背包 拒水 双肩包 丨lululemon丨LU9AS8S | 商品名称:Wunderlust 背包 拒水 双肩包 丨lululemon丨LU9AS8S | label:背包 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:900 | 店铺名称:lululemon官方旗舰店 | 所属地区名称:江苏 | ASR:Wonderlust被包具水双尖包束Lulu Lemon ShoeLU9AS8S,0,29,29
31,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/31.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/31.mp3,title:波斯丹顿潮牌双肩背包男旅行大容量防水电脑书包女2025新款大学生 | 商品名称:波斯丹顿潮牌双肩背包男旅行大容量防水电脑书包女2025新款大学生 | label:背包 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:149 | 店铺名称:波斯丹顿旗舰店 | 所属地区名称:广东 | ASR:波斯单顿朝牌双肩背包男旅行大容量防水电脑数包女2025新款大学生。,0,30,30
32,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/32.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/32.mp3,title:Lee双肩包男运动户外大容量旅行背包高中大学生书包通勤电脑包女 | 商品名称:Lee双肩包男运动户外大容量旅行背包高中大学生书包通勤电脑包女 | label:背包 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:188 | 店铺名称:Lee箱包奥莱旗舰店 | 所属地区名称:广东 | ASR:李双坚包男运动户外大容量旅行背包高中大学生书包通勤电脑包女。,0,31,31
33,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/33.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/33.mp3,title:JanSport初中学生书包女双肩背包通勤户外旅行大容量男士电脑 | 商品名称:JanSport初中学生书包女双肩背包通勤户外旅行大容量男士电脑 | label:背包 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:208 | 店铺名称:jansport旗舰店 | 所属地区名称:广东 | ASR:Jansport 初中学生输包女双监被包通勤户外旅行大容量南式电脑。,0,32,32
34,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/34.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/34.mp3,title:NESBIT慵懒设计感软皮男包斜挎包2025新款纯色简约风大容量饺子包 | 商品名称:NESBIT慵懒设计感软皮男包斜挎包2025新款纯色简约风大容量饺子包 | label:背包 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:159 | 店铺名称:NESBIT官方店 | 所属地区名称:广东 | ASR:NESPECT 拥览设计感软皮 南包 鞋 跨包2025 新款 纯色 简约风 大容量 脚子包,0,33,33
35,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/35.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/35.mp3,title:Champion冠军双肩包女2025秋冬新款书包男户外背包校园轻便通勤包 | 商品名称:Champion冠军双肩包女2025秋冬新款书包男户外背包校园轻便通勤包 | label:背包 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:224 | 店铺名称:Champion官方旗舰店 | 所属地区名称:上海 | ASR:称片冠军双舰包女2025秋冬新款收包男户外背包校园清辨通警包,0,34,34
36,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/36.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/36.mp3,title:旅行背包男士大容量双肩包2025新款短途旅游轻便女士背包行李书包 | 商品名称:旅行背包男士大容量双肩包2025新款短途旅游轻便女士背包行李书包 | label:背包 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:79.8 | 店铺名称:jinshiwq旗舰店 | 所属地区名称:河北 | ASR:旅行背包男士大容量双肩包2025新款短途旅游轻便女士背包行李收包。,0,35,35
37,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/37.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/37.mp3,title:旧金属棒球饺子包原创设计大容量休闲通勤男生女生复古小众斜挎包 | 商品名称:旧金属棒球饺子包原创设计大容量休闲通勤男生女生复古小众斜挎包 | label:背包 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:156 | 店铺名称:黑田矢卫YADAMUI | 所属地区名称:广东 | ASR:就金属棒球脚子包圆创设计大容量修衔通勤男生女生复古小重鞋跨包。,0,36,36
38,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/38.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/38.mp3,title:骆驼户外登山包大容量旅行双肩包旅游轻便女徒步爬山男士登山 | 商品名称:骆驼户外登山包大容量旅行双肩包旅游轻便女徒步爬山男士登山 | label:背包 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:126 | 店铺名称:骆驼官方旗舰店 | 所属地区名称:浙江 | ASR:弱妥户外登山包大容量旅行双肩包旅游轻便女徒步爬山南市登山。,0,37,37
